ESTC number,Library name,Lib VIAF id,shelfmark,copynote,prov info,prov info ID
R14929,Shakespeare Birthplace Trust,144533424,SR 50.21,"T.p. mutilated and repaired at outer edge, affecting end of 2nd and 5th lines on recto and text on verso; several leaves mutilated and repaired at outer edge, occasionally affecting text; 81000065","the Halliwell copy (Sotheby, July, 1889, no. 905); presented by C. E. Flower; deposited by the RSC; Binding: bound in brown morocco",
R14929,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6k 652,BEIN Ig 6k 652: Imperfect: many leaves mutilated; title browned.,null,
R14929,Henry E. Huntington Library and Art Gallery,147236009,80278,null,"Carrington-Perry copy; bought by CSmH from Rosenbach, July 1919",
R14929,British Library,149072094,[Shelfmark not available],[CM],null,
R14929,Harvard University Houghton Library,150194316,13408.116.15*,"White copy. H.C. Bartlet &amp; A.W. Pollard, Census, p. 57 (no. 481)",null,
R14929,Eton College Library,158913221,[Shelfmark not available],[CM],null,
R13087,Oxford University Bodleian Library,129788129,Mal. 889,null,null,
R13087,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R13087,"Boston Public, Main",133435180,[Shelfmark not available],[CM],null,
R13087,Pierpont Morgan Library,139346252,[Shelfmark not available],[CM],null,
R13087,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6xr 594ek,"BEIN Ig 6xr 594ek: Signatures: A4, B-F8, G4 (A1, front. wanting). Armorial bookplate of Frederic Perkins. Imperfect t.p., A2, G2 mended, many pages torn, closely trimmed.",null,
R13087,Henry E. Huntington Library and Art Gallery,147236009,54018,Cropped at fore-edge. Portrait from another copy?,bookplate of E.D. Church,
R13087,British Library,149072094,"E.1672[3], E.1672[4]",-Frontis.,null,
R13087,British Library,149072094,"E.1672[3], E.1672[4]",#NAME?,null,
R13087,Harvard University Houghton Library,150194316,13408.5.35*,"Contains letter from Sidney Lee, 12 May 1917, concerning identification of this copy. ; The frontispiece, which is rare, supplies the third engraved portrait of Shakespeare in point of time. ; White copy. Lee, Lucrece, p. 52.",null,
R13087,"University of Toronto, Library",168851628,[Shelfmark not available],[CM],null,
R13087,Cambridge University King's College,316394825,Keynes.C.02.18,Imperfect: -frontis.,Keynes bequest.,
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 5,"cs108. Fragment: Frontispiece, A2,3 only. Frontispiece retains third line at foot",null,
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 4,"cs506. MS. markings. On back fly-leaf: ""First 3 leaves (including / frontispiece) missing / otherwise perfect / B[.] Quaritch / F.S. Ferguson (?) / 18 iii. 1911."" Lacking A2,3 and frontispiece. A4 mutilated at outer margin, affecting text and catchword. B2 stained",null,
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 6,cs452. Bound in maroon goatskin with gilt rolled turn-ins and marbled endpapers; all edges gilt. Fragment: Frontispiece only. Frontispiece retains third line at foot.,J. O. Halliwell - Phillipps copy,
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 3,"Warwick. MS. markings (including bookseller's code?) on t.p. MS. note in the hand of J. O. Halliwell - Phillipps on front free endpaper. Lacking frontispiece. Trimmed throughout, affecting title, text, headlines, catchwords and signatures. F7 mutilated at foot, affecting text and catchword. Final leaf mutilated and backed, affecting text and catchword.","engraved bookplate of Warwick Castle, Shakespeare Library; J. O. Halliwell - Phillipps copy",
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 2,"cs10. Red goatskin case; green goatskin binding with gilt rolled turn-ins; all edges gilt. MS. notes (in the hand of J. O. Halliwell - Phillipps on the front free endpaper and front fly-leaf, and in the hand of Richard Farmer on the t.p.). MS. pencilled note on front fly-leaf: ""Bought in Utterson's Sale / since which frontispiece added / &amp; bottom line of title facsimiled (?) / by Harris ..."" Frontispiece trimmed at foot, affecting third line. Trimmed, affecting catchwords and signatures.","Dr. Richard Farmer copy; J. O. Halliwell - Phillipps copy; circular armorial bookplate of Edward Vernon Utterson (motto ""spe otii laboro""); Sotheby ticket numbered 1313 and dated 3/21/98",
R13087,Folger Shakespeare,427145424588186831488,S2943 Copy 1,"cs0532. Bound in sheep with gilt single fillet borders on front and back covers; lacking paste-downs. Evidence of booksellers' catalogue entries on front inside cover and front fly-leaf. MS. markings. Frontispiece trimmed at foot, affecting third line.","autograph of George Steevens on A2v; inscription on front fly-leaf: ""B[.] White. / Presented to him by / George Steevens Esq. / Sept. 15 1799. / &amp; given by B[.] W[hite] to / Tho: [Thomas] Holt White / Nov. 29 1803.""; according to Folger card catalogue, engraved armorial bookplate of Sir John Hatton; pencilled inscription and engraved armorial bookplate of J. Harsen Purdy (motto ""fidelitas"")",
